,total volume,irrigation outflow,water_overflow,inflow2A,pump_runtime
2016-01-11 01:00:00,301054.69712624844,337.6979083,0.0,0.0,0.11035879356209151
2016-01-11 02:00:00,300716.99921794847,337.6979083,0.0,0.0,0.22071758712418302
2016-01-11 03:00:00,300379.3013096485,337.6979083,0.0,0.0,0.33107638068627454
2016-01-11 04:00:00,300041.6034013485,337.6979083,0.0,0.0,0.44143517424836604
2016-01-11 05:00:00,299703.90549304854,337.6979083,0.0,0.0,0.5517939678104575
2016-01-11 06:00:00,299366.20758474857,337.6979083,0.0,0.0,0.6621527613725491
2016-01-11 07:00:00,299028.5096764486,337.6979083,0.0,0.0,0.7725115549346406
2016-01-11 08:00:00,298690.8117681486,337.6979083,0.0,0.0,0.8828703484967322
2016-01-11 09:00:00,298353.11385984864,337.6979083,0.0,0.0,0.9932291420588237
2016-01-11 10:00:00,298015.41595154867,337.6979083,0.0,0.0,1.1035879356209153
2016-01-11 11:00:00,297677.7180432487,337.6979083,0.0,0.0,1.2139467291830068
2016-01-11 12:00:00,297340.0201349487,337.6979083,0.0,0.0,1.3243055227450984
2016-01-11 13:00:00,297002.32222664874,337.6979083,0.0,0.0,1.43466431630719
2016-01-11 14:00:00,296664.62431834877,337.6979083,0.0,0.0,1.5450231098692815
2016-01-11 15:00:00,296326.9264100488,337.6979083,0.0,0.0,1.655381903431373
2016-01-11 16:00:00,295989.2285017488,337.6979083,0.0,0.0,1.7657406969934644
2016-01-11 17:00:00,295651.53059344884,337.6979083,0.0,0.0,1.876099490555556
2016-01-11 18:00:00,295313.83268514887,337.6979083,0.0,0.0,1.9864582841176475
2016-01-11 19:00:00,294976.1347768489,337.6979083,0.0,0.0,2.096817077679739
2016-01-11 20:00:00,294638.4368685489,337.6979083,0.0,0.0,2.20717587124183
2016-01-11 21:00:00,294300.73896024894,337.6979083,0.0,0.0,2.3175346648039215
2016-01-11 22:00:00,293963.04105194897,337.6979083,0.0,0.0,2.427893458366013
2016-01-11 23:00:00,293625.343143649,337.6979083,0.0,0.0,2.538252251928104
2016-01-12 00:00:00,310024.5698813957,337.6979083,0.0,0.0,0.0
2016-01-12 01:00:00,309724.6951540957,299.8747273,0.0,0.0,0.09799827689542484
2016-01-12 02:00:00,309424.8204267957,299.8747273,0.0,0.0,0.19599655379084968
2016-01-12 03:00:00,309124.94569949567,299.8747273,0.0,0.0,0.2939948306862745
2016-01-12 04:00:00,308825.07097219565,299.8747273,0.0,0.0,0.39199310758169936
2016-01-12 05:00:00,308525.19624489563,299.8747273,0.0,0.0,0.4899913844771242
2016-01-12 06:00:00,308225.3215175956,299.8747273,0.0,0.0,0.587989661372549
2016-01-12 07:00:00,307925.4467902956,299.8747273,0.0,0.0,0.6859879382679739
2016-01-12 08:00:00,307625.5720629956,299.8747273,0.0,0.0,0.7839862151633987
2016-01-12 09:00:00,307325.69733569556,299.8747273,0.0,0.0,0.8819844920588236
2016-01-12 10:00:00,307025.82260839554,299.8747273,0.0,0.0,0.9799827689542484
2016-01-12 11:00:00,306725.9478810955,299.8747273,0.0,0.0,1.0779810458496732
2016-01-12 12:00:00,306426.0731537955,299.8747273,0.0,0.0,1.175979322745098
2016-01-12 13:00:00,306126.1984264955,299.8747273,0.0,0.0,1.273977599640523
2016-01-12 14:00:00,305826.32369919546,299.8747273,0.0,0.0,1.3719758765359478
2016-01-12 15:00:00,305526.44897189544,299.8747273,0.0,0.0,1.4699741534313726
2016-01-12 16:00:00,305226.5742445954,299.8747273,0.0,0.0,1.5679724303267975
2016-01-12 17:00:00,304926.6995172954,299.8747273,0.0,0.0,1.6659707072222223
2016-01-12 18:00:00,304626.8247899954,299.8747273,0.0,0.0,1.7639689841176471
2016-01-12 19:00:00,304326.95006269537,299.8747273,0.0,0.0,1.861967261013072
2016-01-12 20:00:00,304027.07533539535,299.8747273,0.0,0.0,1.9599655379084968
2016-01-12 21:00:00,303727.2006080953,299.8747273,0.0,0.0,2.0579638148039217
2016-01-12 22:00:00,303427.3258807953,299.8747273,0.0,0.0,2.1559620916993465
2016-01-12 23:00:00,303127.4511534953,299.8747273,0.0,0.0,2.2539603685947713
2016-01-13 00:00:00,329350.1217733933,299.8747273,0.0,0.0,0.0
2016-01-13 01:00:00,329035.0262348933,315.0955385,0.0,0.0,0.10297239820261438
2016-01-13 02:00:00,328719.9306963933,315.0955385,0.0,0.0,0.20594479640522875
2016-01-13 03:00:00,328404.8351578933,315.0955385,0.0,0.0,0.3089171946078431
2016-01-13 04:00:00,328089.7396193933,315.0955385,0.0,0.0,0.4118895928104575
2016-01-13 05:00:00,327774.6440808933,315.0955385,0.0,0.0,0.5148619910130718
2016-01-13 06:00:00,327459.5485423933,315.0955385,0.0,0.0,0.6178343892156862
2016-01-13 07:00:00,327144.4530038933,315.0955385,0.0,0.0,0.7208067874183006
2016-01-13 08:00:00,326829.3574653933,315.0955385,0.0,0.0,0.823779185620915
2016-01-13 09:00:00,326514.2619268933,315.0955385,0.0,0.0,0.9267515838235294
2016-01-13 10:00:00,326199.1663883933,315.0955385,0.0,0.0,1.0297239820261437
2016-01-13 11:00:00,325884.0708498933,315.0955385,0.0,0.0,1.132696380228758
2016-01-13 12:00:00,325568.9753113933,315.0955385,0.0,0.0,1.2356687784313722
2016-01-13 13:00:00,325253.8797728933,315.0955385,0.0,0.0,1.3386411766339865
2016-01-13 14:00:00,324938.78423439333,315.0955385,0.0,0.0,1.4416135748366008
2016-01-13 15:00:00,324623.68869589333,315.0955385,0.0,0.0,1.544585973039215
2016-01-13 16:00:00,324308.59315739333,315.0955385,0.0,0.0,1.6475583712418294
2016-01-13 17:00:00,323993.49761889334,315.0955385,0.0,0.0,1.7505307694444436
2016-01-13 18:00:00,323678.40208039334,315.0955385,0.0,0.0,1.853503167647058
2016-01-13 19:00:00,323363.30654189334,315.0955385,0.0,0.0,1.9564755658496722
2016-01-13 20:00:00,323048.21100339334,315.0955385,0.0,0.0,2.0594479640522865
2016-01-13 21:00:00,322733.11546489334,315.0955385,0.0,0.0,2.1624203622549008
2016-01-13 22:00:00,322418.01992639335,315.0955385,0.0,0.0,2.265392760457515
2016-01-13 23:00:00,322102.92438789335,315.0955385,0.0,0.0,2.3683651586601293
2016-01-14 00:00:00,331076.6333150578,315.0955385,0.0,0.0,0.0
2016-01-14 01:00:00,330737.1939118578,339.43940319999996,0.0,0.0,0.11092790954248366
2016-01-14 02:00:00,330397.7545086578,339.43940319999996,0.0,0.0,0.22185581908496732
2016-01-14 03:00:00,330058.3151054578,339.43940319999996,0.0,0.0,0.332783728627451
2016-01-14 04:00:00,329718.8757022578,339.43940319999996,0.0,0.0,0.44371163816993464
2016-01-14 05:00:00,329379.4362990578,339.43940319999996,0.0,0.0,0.5546395477124183
2016-01-14 06:00:00,329039.9968958578,339.43940319999996,0.0,0.0,0.665567457254902
2016-01-14 07:00:00,328700.5574926578,339.43940319999996,0.0,0.0,0.7764953667973856
2016-01-14 08:00:00,328361.1180894578,339.43940319999996,0.0,0.0,0.8874232763398693
2016-01-14 09:00:00,328021.6786862578,339.43940319999996,0.0,0.0,0.9983511858823529
2016-01-14 10:00:00,327682.2392830578,339.43940319999996,0.0,0.0,1.1092790954248366
2016-01-14 11:00:00,327342.7998798578,339.43940319999996,0.0,0.0,1.2202070049673202
